"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-02 05:09:32",1762060172956,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/aviator","GET","",-1,"n86vj-1762060172678-9c61cdf5117c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/routes' imported from /var/task/api/index.js
    at finalizeResolution (node:internal/modules/esm/resolve:280:11)
    at moduleResolve (node:internal/modules/esm/resolve:865:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:989:14)
    at defaultResolve (node:internal/modules/esm/resolve:1032:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:783:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:707:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:690:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:307:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:183:49)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/routes'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FGZG518S02W6P962WR3S1","",-1
"2025-11-02 05:09:32",1762060172805,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/aviator","GET","",500,"n86vj-1762060172678-9c61cdf5117c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",134,"iad1",78,2048,"","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FGZG518S02W6P962WR3S1","",1
"2025-11-02 05:08:18",1762060098264,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/minor","GET","",-1,"n86vj-1762060097992-985758b10756","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/routes' imported from /var/task/api/index.js
    at finalizeResolution (node:internal/modules/esm/resolve:280:11)
    at moduleResolve (node:internal/modules/esm/resolve:865:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:989:14)
    at defaultResolve (node:internal/modules/esm/resolve:1032:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:783:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:707:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:690:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:307:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:183:49)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/routes'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FEPHZ73T1GF4JMM1C5BWK","",-1
"2025-11-02 05:08:18",1762060098111,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/minor","GET","",500,"n86vj-1762060097992-985758b10756","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",135,"iad1",78,2048,"","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FEPHZ73T1GF4JMM1C5BWK","",1
"2025-11-02 05:06:06",1762059966355,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/minor","GET","",-1,"2rc28-1762059966055-210d977eb0c9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/routes' imported from /var/task/api/index.js
    at finalizeResolution (node:internal/modules/esm/resolve:280:11)
    at moduleResolve (node:internal/modules/esm/resolve:865:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:989:14)
    at defaultResolve (node:internal/modules/esm/resolve:1032:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:783:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:707:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:690:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:307:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:183:49)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/routes'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FANQ4ZGB27RWX6WSWVP0E","",-1
"2025-11-02 05:06:06",1762059966180,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/minor","GET","",500,"2rc28-1762059966055-210d977eb0c9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",149,"iad1",78,2048,"","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91FANQ4ZGB27RWX6WSWVP0E","",1
"2025-11-02 05:05:19",1762059919242,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/virtual","GET","",-1,"2rc28-1762059918957-469f77c6cbcb","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/routes' imported from /var/task/api/index.js
    at finalizeResolution (node:internal/modules/esm/resolve:280:11)
    at moduleResolve (node:internal/modules/esm/resolve:865:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:989:14)
    at defaultResolve (node:internal/modules/esm/resolve:1032:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:783:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:707:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:690:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:307:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:183:49)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/routes'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91F97Q2D5QRN8HTXXG4Y030","",-1
"2025-11-02 05:05:19",1762059919074,"afri-bet-games-2gr0xvk57-oracs-projects.vercel.app/api/games/virtual","GET","",500,"2rc28-1762059918957-469f77c6cbcb","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","afri-bet-games-2gr0xvk57-oracs-projects.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",142,"iad1",78,2048,"","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91F97Q2D5QRN8HTXXG4Y030","",1
"2025-11-02 05:02:27",1762059747526,"afri-bet-games.vercel.app/api/games/aviator","GET","",-1,"8nf8v-1762059747250-dee6440d798d","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games.vercel.app","afri-bet-games.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/routes' imported from /var/task/api/index.js
    at finalizeResolution (node:internal/modules/esm/resolve:280:11)
    at moduleResolve (node:internal/modules/esm/resolve:865:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:989:14)
    at defaultResolve (node:internal/modules/esm/resolve:1032:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:783:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:707:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:690:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:307:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:183:49)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/routes'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91F401AC32HJ5JX9ZA0V460","",-1
"2025-11-02 05:02:27",1762059747370,"afri-bet-games.vercel.app/api/games/aviator","GET","",500,"8nf8v-1762059747250-dee6440d798d","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36","error","production","master","","lambda","/api/index","afri-bet-games.vercel.app","afri-bet-games.vercel.app","dpl_BjctKEqgqKw3D2WuUHRg5iH49nz2",140,"iad1",78,2048,"","prj_50QHEn327fufPRopFICARpwv4QUX","","","01K91F401AC32HJ5JX9ZA0V460","",1
